filename;identity;3rd-Party Name;Attributes;AttributesPublic;AttributesStatic;Classes;Comments/Loc;EmptyCatches;EmptyOrNoCatch;F-Args;F-Args Name;F-GodFnRloc;F-Mccc;F-Mccc Name;F-Mccc-1/F-RLoc;F-Mccc-1/F-RLoc Name;F-Nl;F-Nl Name;F-RLoc;F-RLoc Name;F-RLoc10+;F-RLoc100+;F-RLoc20+;F-RLoc200+;F-RLoc50+;FriendClasses;Functions;FunctionsUncommented;Hacks;IsGenerated;Lines140+;Loc;Loc Comment;Loc Outcommented;Mccc;Nl;Nl0+;Nl1+;Nl1+%;Nl1+Mean;Nl10+;Nl10+%;Nl10+Mean;Nl2+;Nl2+%;Nl2+Mean;Nl3+;Nl3+%;Nl3+Mean;Nl4+;Nl4+%;Nl4+Mean;Nl5+;Nl5+%;Nl5+Mean;Nl6+;Nl6+%;Nl6+Mean;Nl7+;Nl7+%;Nl7+Mean;Nl8+;Nl8+%;Nl8+Mean;Nl9+;Nl9+%;Nl9+Mean;NlMean;RLoc;Templates;Todos;Try-Nl;Trys;Trys w/o catch;Uncommented Complexity
source/glbinding-aux/source/Meta_FunctionStringsByExtension.cpp;373;;1.0;1.0;0.0;0.0;0.003125;0.0;0.0;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;133;320;1;0;1;;0;0;0.0;0.0;0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0;0.0;0;0;0.0;0;0.0;303;0.0;0;0.0;0.0;0.0;0
source/glbinding-aux/source/types_to_string_private.cpp;1312;;0.0;0.0;0.0;0.0;0.047619047619;0.0;0.0;1.0;wrapString, line 11;;2.0;wrapString, line 11;0.2;wrapString, line 11;0.0;;5.0;wrapString, line 11;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0;;0;21;1;0;2;0.0;5;0;0.0;0.0;0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0;0.0;0;0;0.0;0;0.0;7;0.0;0;0.0;0.0;0.0;0
source/glbinding-aux/source/ValidVersions_list.cpp;381;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;28;0;0;1;;0;0;0.0;0.0;0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0;0.0;0;0;0.0;0;0.0;21;0.0;0;0.0;0.0;0.0;0
source/glbinding-aux/source/Meta_Maps.h;374;;0.0;0.0;0.0;0.0;0.0151515151515;0.0;0.0;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;66;1;0;1;;0;0;0.0;0.0;0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0;0.0;0;0;0.0;0;0.0;37;0.0;0;0.0;0.0;0.0;0
source/glbinding-aux/source/Meta_StringsByBitfield.cpp;376;;1.0;1.0;0.0;0.0;0.0026041666666700002;0.0;0.0;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;384;1;0;1;;0;0;0.0;0.0;0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0;0.0;0;0;0.0;0;0.0;278;0.0;0;0.0;0.0;0.0;0
source/glbinding-aux/source/Meta_ExtensionsByFunctionString.cpp;371;;1.0;1.0;0.0;0.0;0.00040733197556;0.0;0.0;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;2455;1;0;1;;0;0;0.0;0.0;0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0;0.0;0;0;0.0;0;0.0;2370;0.0;0;0.0;0.0;0.0;0
source/glbinding-aux/include/glbinding-aux/types_to_string.h;1306;;0.0;0.0;0.0;0.0;0.180628272251;0.0;0.0;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;382;69;1;1;;0;0;0.0;0.0;0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0;0.0;0;0;0.0;0;0.0;70;0.0;1;0.0;0.0;0.0;0
source/glbinding-aux/include/glbinding-aux/debug.h;1328;;0.0;0.0;0.0;0.0;0.6;0.0;0.0;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;45;27;0;1;;0;0;0.0;0.0;0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0;0.0;0;0;0.0;0;0.0;4;0.0;0;0.0;0.0;0.0;0
source/glbinding-aux/include/glbinding-aux/ContextInfo.h;188;;2.0;2.0;0.0;1.0;0.638709677419;0.0;0.0;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;155;99;0;1;;0;0;0.0;0.0;0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0;0.0;0;0;0.0;0;0.0;19;0.0;0;0.0;0.0;0.0;0
source/glbinding-aux/include/glbinding-aux/RingBuffer.h;663;;6.0;2.0;0.0;1.0;0.748031496063;0.0;0.0;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;254;190;0;2;;0;0;0.0;0.0;0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0;0.0;0;0;0.0;0;0.0;31;1.0;0;0.0;0.0;0.0;0
source/glbinding-aux/include/glbinding-aux/ValidVersions.h;1305;;0.0;0.0;0.0;1.0;0.548780487805;0.0;0.0;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;82;45;0;1;;0;0;0.0;0.0;0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0;0.0;0;0;0.0;0;0.0;12;0.0;0;0.0;0.0;0.0;0
source/glbinding-aux/include/glbinding-aux/Meta.h;189;;0.0;0.0;0.0;1.0;0.770398481973;0.0;0.0;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;1;527;406;0;1;;0;0;0.0;0.0;0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0;0.0;0;0;0.0;0;0.0;49;0.0;0;0.0;0.0;0.0;0
source/glbinding-aux/include/glbinding-aux/logging.h;662;;0.0;0.0;0.0;0.0;0.644230769231;0.0;0.0;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;104;67;0;1;;0;0;0.0;0.0;0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0;0.0;0;0;0.0;0;0.0;11;0.0;0;0.0;0.0;0.0;0
source/glbinding/source/Binding.cpp;39;;0.0;0.0;0.0;0.0;0.0135746606335;0.0;0.0;4.0;initialize, line 159;;9.0;initialize, line 159;0.666666666667;setCallbackMaskExcept, line 23;2.0;setCallbackMaskExcept, line 23;17.0;initialize, line 159;2.0;0.0;0.0;0.0;0.0;0.0;49.0;1.0;0;;0;442;6;3;35;2.0;122;42;0.34426229508199996;1.2142857142899999;0;0.0;0;9;0.0737704918033;2.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0;0.0;0;0;0.0;0;0.418032786885;176;0.0;0;0.0;0.0;0.0;0
source/glbinding/source/Binding_objects_j.cpp;823;;1.0;1.0;0.0;0.0;0.06666666666669999;0.0;0.0;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;15;1;0;1;;0;0;0.0;0.0;0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0;0.0;0;0;0.0;0;0.0;2;0.0;0;0.0;0.0;0.0;0
source/glbinding/source/Binding_objects_r.cpp;831;;1.0;1.0;0.0;0.0;0.00925925925926;0.0;0.0;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;17;108;1;0;1;;0;0;0.0;0.0;0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0;0.0;0;0;0.0;0;0.0;95;0.0;0;0.0;0.0;0.0;0
source/glbinding/source/Binding_objects_i.cpp;822;;1.0;1.0;0.0;0.0;0.00934579439252;0.0;0.0;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;2;107;1;0;1;;0;0;0.0;0.0;0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0;0.0;0;0;0.0;0;0.0;94;0.0;0;0.0;0.0;0.0;0
source/glbinding/source/Binding_objects_o.cpp;828;;1.0;1.0;0.0;0.0;0.0454545454545;0.0;0.0;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;22;1;0;1;;0;0;0.0;0.0;0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0;0.0;0;0;0.0;0;0.0;9;0.0;0;0.0;0.0;0.0;0
source/glbinding/source/glbinding.cpp;1327;;0.0;0.0;0.0;0.0;0.007462686567159999;0.0;0.0;4.0;initialize, line 108;;1.0;;0.0;;0.0;;1.0;initialize, line 13;0.0;0.0;0.0;0.0;0.0;0.0;24.0;0.0;0;;0;134;1;0;1;0.0;24;0;0.0;0.0;0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0;0.0;0;0;0.0;0;0.0;49;0.0;0;0.0;0.0;0.0;0
source/glbinding/source/Binding_objects_v.cpp;835;;1.0;1.0;0.0;0.0;0.00253164556962;0.0;0.0;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;10;395;1;0;1;;0;0;0.0;0.0;0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0;0.0;0;0;0.0;0;0.0;382;0.0;0;0.0;0.0;0.0;0
source/glbinding/source/Binding_pch.cpp;840;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;2;0;0;1;;0;0;0.0;0.0;0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0;0.0;0;0;0.0;0;0.0;0;0.0;0;0.0;0.0;0.0;0
source/glbinding/source/Binding_objects_a.cpp;814;;1.0;1.0;0.0;0.0;0.0243902439024;0.0;0.0;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;2;41;1;0;1;;0;0;0.0;0.0;0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0;0.0;0;0;0.0;0;0.0;28;0.0;0;0.0;0.0;0.0;0
source/glbinding/source/Binding_objects_d.cpp;817;;1.0;1.0;0.0;0.0;0.007246376811590001;0.0;0.0;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;10;138;1;0;1;;0;0;0.0;0.0;0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0;0.0;0;0;0.0;0;0.0;125;0.0;0;0.0;0.0;0.0;0
source/glbinding/source/State.cpp;1321;;0.0;0.0;0.0;0.0;0.0434782608696;0.0;0.0;1.0;resolve, line 11;;2.0;resolve, line 11;0.25;resolve, line 11;1.0;resolve, line 11;4.0;resolve, line 11;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0;;0;23;1;0;2;1.0;4;1;0.25;1.0;0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0;0.0;0;0;0.0;0;0.25;6;0.0;0;0.0;0.0;0.0;0
source/glbinding/source/Binding_objects_z.cpp;839;;1.0;1.0;0.0;0.0;0.06666666666669999;0.0;0.0;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;15;1;0;1;;0;0;0.0;0.0;0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0;0.0;0;0;0.0;0;0.0;2;0.0;0;0.0;0.0;0.0;0
source/glbinding/source/Binding_objects_t.cpp;833;;1.0;1.0;0.0;0.0;0.00408163265306;0.0;0.0;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;45;245;1;0;1;;0;0;0.0;0.0;0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0;0.0;0;0;0.0;0;0.0;232;0.0;0;0.0;0.0;0.0;0
source/glbinding/source/Binding_objects_u.cpp;834;;1.0;1.0;0.0;0.0;0.0068965517241400005;0.0;0.0;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;145;1;0;1;;0;0;0.0;0.0;0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0;0.0;0;0;0.0;0;0.0;132;0.0;0;0.0;0.0;0.0;0
source/glbinding/source/Binding_objects_g.cpp;820;;1.0;1.0;0.0;0.0;0.0019493177387899998;0.0;0.0;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;21;513;1;0;1;;0;0;0.0;0.0;0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0;0.0;0;0;0.0;0;0.0;500;0.0;0;0.0;0.0;0.0;0
source/glbinding/source/Binding_objects_k.cpp;824;;1.0;1.0;0.0;0.0;0.06666666666669999;0.0;0.0;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;15;1;0;1;;0;0;0.0;0.0;0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0;0.0;0;0;0.0;0;0.0;2;0.0;0;0.0;0.0;0.0;0
source/glbinding/source/Binding_objects_q.cpp;830;;1.0;1.0;0.0;0.0;0.05;0.0;0.0;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;20;1;0;1;;0;0;0.0;0.0;0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0;0.0;0;0;0.0;0;0.0;7;0.0;0;0.0;0.0;0.0;0
source/glbinding/source/Binding_objects_p.cpp;829;;1.0;1.0;0.0;0.0;0.0033670033669999998;0.0;0.0;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;19;297;1;0;1;;0;0;0.0;0.0;0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0;0.0;0;0;0.0;0;0.0;284;0.0;0;0.0;0.0;0.0;0
